id,title,artist,active,comment,tabs,lyrics,chords,capo,bypassRequestLimits,minAmount,attributes
4174952,Остров невезения,"к/ф ""Бриллиантовая рука""",true,,,,,,false,0,"Ретро,Из кинофильмов"
4174959,Прекрасное далёко,"к/ф ""Гостья из будущего""",true,,,,,,false,0,"Ретро,Лирические,Из кинофильмов"
4174953,Проснись и пой,"к/ф ""Джентльмены удачи""",true,,,,,,false,0,Из кинофильмов
4185086,Звенит январская вьюга,"к/ф ""Иван Васильевич меняет профессию""",true,,,,,,false,0,"Ретро,Новогодние,Из кинофильмов"
4214701,Разговор со счастьем,"к/ф ""Иван Васильевич меняет профессию""",false,,,,,,false,0,Из кинофильмов
4174954,Песенка о медведях,"к/ф ""Кавказская пленница""",true,,,,,,false,0,"Ретро,Потанцевать,Из кинофильмов"
4174956,Ветер перемен,"к/ф ""Мэри Поппинс, до свидания""",true,,,,,,false,0,"Ретро,Лирические,Из кинофильмов"
4329847,Леди Совершенство,"к/ф ""Мэри Поппинс, до свидания""",true,,,,,,false,0,"Ретро,Потанцевать,Из кинофильмов"
4174955,Дорогою добра,"к/ф ""Приключения маленького Мука""",true,,,,,,false,0,"Ретро,Лирические,Из кинофильмов"
4174957,Крылатые качели,"к/ф ""Приключения электроника"" ",true,,,,,,false,0,"Ретро,Из кинофильмов"
4255542,Песня Красной Шапочки,"к/ф ""Про Красную Шапочку""",false,,,,,,false,0,Из кинофильмов
4212541,Jimmy Jimmy Jimmy Aaja,"к/ф ""Танцор диско""",true,,,,,,false,0,"Потанцевать,На других языках,Из кинофильмов"
4176317,Снежинка,"к/ф ""Чародеи""",false,,,,,,false,0,"Новогодние,Из кинофильмов"
4179591,Три белых коня,"к/ф ""Чародеи""",true,,,,,,false,0,"Ретро,Потанцевать,Из кинофильмов,Новогодние"
4484037,Огонёк,Лариса Голубкина,false,,,,,,false,0,Лирические
4174927,Погода в доме,Лариса Долина,true,,,,,,false,0,ПОП
5130337,Притяжение земли,Лев Лещенко,true,,,,,,false,0,
4187812,WWW,Ленинград,true,,,,,,false,0,"Потанцевать,РОК"
4174960,Экспонат (На лабутенах),Ленинград,true,,,,,,false,0,Потанцевать
